"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat","n_counts","n_counts_w_SE"
235,1.7738124434405,-0.163042052786311,0.744271171691757,1.79898499375254,TRUE,1.02268726745375,53,35
236,1.01414667195261,-0.79932459420163,0.287898933246844,1.32200981865232,TRUE,1.11624741083601,64,42
237,-0.491216206144529,-1.89792881206839,-0.616774710008156,0.754421823797831,TRUE,1.10208750111697,53,35
238,2.16142311901999,-0.0980147273347468,1.61843967995328,3.81726668376056,TRUE,1.39047697483597,60,39
239,0.0944505824716835,-2.2117833592357,-1.14999986364539,-0.14534887693327,FALSE,1.1373214508622,65,43
240,-0.472203661566239,-1.69634046958393,-0.768407970804225,0.0827544915139925,TRUE,1.02836266912702,72,47
241,0.878073281664915,-0.162587970866931,0.802237773096814,1.73350457859809,TRUE,1.12054695824939,65,43
242,1.90509383072153,1.72524355177094,2.78721165104737,3.72872927982288,TRUE,1.03303823663967,61,40
243,-0.508572446247479,-2.31039254438637,-1.25890566694621,-0.482104344146815,TRUE,1.01579513344048,65,43
244,1.69626681083381,-0.724644853412611,1.03992109448214,2.8678817266337,TRUE,1.03479809279793,64,42
245,1.33343887005137,-0.402235999171922,0.842236891325276,2.12867590271067,TRUE,1.02727440360398,56,37
246,1.7210636647899,0.23937967311305,1.1189980214551,1.96438972990594,TRUE,1.04504425352626,67,44
247,0.92808093238046,-0.0241432283380782,0.938924799234131,1.92780536027681,TRUE,1.03750845580588,54,36
248,1.75081303381535,1.29630207524388,2.76411911439223,4.43219740574018,TRUE,1.06726321277616,59,39
249,-1.3127105657242,-2.68646006464803,-1.6964028809456,-0.770617654438173,TRUE,1.05971771281921,65,43
250,0.545435492426782,-0.883726777221056,0.19225222697995,1.20089169773964,TRUE,1.05701108190077,56,37
