"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat"
234,0.693845691343142,0.655492599492408,1.47480555510773,2.33772405419867,TRUE,1.0310387778406
235,2.61444689862969,-1.04226322007244,1.06770831088028,3.01627340819622,TRUE,1.17972569632258
236,0.953599694534923,0.199278619224606,1.54528292689904,2.79141427332705,TRUE,1.18992019348563
237,1.55646498861017,-1.20955020470504,0.519969844802026,2.53846090976931,TRUE,1.02476720996002
238,0.32837882160015,-1.20679671721059,0.472725726784862,1.70302700471594,TRUE,1.05136319257857
239,0.40384096277053,-1.66828178274867,-0.52984155284615,0.736838809819051,TRUE,1.04649346672804
240,0.928734088292349,-1.15026740083861,0.0235377761141353,1.28429123461159,TRUE,1.06000663708286
241,2.06242305433637,-1.12360042328358,-0.0206148200553924,1.73134132127054,FALSE,1.01718042412264
242,1.15137871152633,0.519096311709255,1.2507109984531,2.21769853445751,TRUE,1.18266113074373
243,0.642459578423837,0.657800777561134,1.92316206924811,3.26839126042531,FALSE,1.07430765521104
244,0.762634109456672,-1.10295589060423,0.262967766043598,1.37671827691557,TRUE,1.03214566901355
245,1.01911821553335,-0.440401386263046,0.543097789952796,1.65476032885067,TRUE,1.03484025833602
246,0.52093660560697,-1.45716439073619,-0.347459505061631,0.662175560442087,TRUE,1.01720284853441
247,-0.478611773621962,-0.968497839995535,0.484362375041847,1.71305873176101,TRUE,1.06378328422046
248,0.206791441527576,-2.09056517632039,-0.667604752862005,0.642055601113936,TRUE,1.09478153824467
249,-0.295000185865935,-3.03242810648525,-1.7400034914815,-0.3524114491666,FALSE,1.02460469986617
250,-1.64981544976239,-3.25759975627747,-1.8063231046451,-0.20211083905083,TRUE,1.04645084920311
